nombre,edad,altura,peso,posiciones,pie preferido,velocidad,disparo,pase,manejo,defensa,estado fisico
泽上 龍二,25,181,77,ST,Izquierdo,70,62,49,55,27,73
Jan-Marc Schneider,25,178,79,ST,Derecho,83,62,45,66,24,64
Moritz Fritz,25,192,84,"CB, CDM",Derecho,56,41,47,47,61,75
Josh Gordon,24,178,74,ST,Derecho,78,59,55,64,45,76
Adnan Kovačević,25,189,80,CB,Derecho,56,32,39,39,63,66
Danny Mullen,24,177,63,"ST, LM",Derecho,80,63,50,61,41,74
汰木 康也,23,183,70,"LM, LW, CF",Derecho,84,47,54,64,22,55
Mads Dittmer Hvilsom,26,185,82,ST,Derecho,67,60,51,57,39,74
Christoffer Aasbak,25,187,81,LB,Izquierdo,66,52,62,58,60,73
Mats Haakenstad,25,183,73,RB,Derecho,82,49,52,59,57,75
Måns Söderqvist,26,176,70,"ST, RM",Derecho,84,60,52,67,30,56
Abdul Razak,26,184,80,"CM, CAM, CDM",Izquierdo,73,49,63,63,56,65
Chris Forrester,26,180,68,"CM, CDM, CAM",Derecho,66,54,61,63,58,64
Shay McCartan,25,178,74,"CAM, CF",Derecho,88,59,59,66,32,62
Gerrit Wegkamp,26,193,84,"ST, CF",Derecho,57,61,52,56,35,74
Sebastian Wimmer,25,187,80,"CDM, CB",Derecho,59,52,50,54,63,72
Frederik Møller,25,180,75,LB,Izquierdo,70,47,57,61,59,67
Abdullah Al Fahad,25,176,73,"CB, RB",Derecho,67,52,49,49,61,73
Scott Galloway,24,176,72,"LB, RB",Derecho,74,38,54,62,58,64
Storm Roux,26,181,71,"RB, LB",Derecho,74,49,55,61,60,68
Connor Pain,25,175,68,"LM, RM, LWB",Izquierdo,87,64,50,66,40,66
Cătălin Țîră,25,190,78,ST,Derecho,64,60,47,61,25,60
Alexandros Gogić,25,185,83,"CB, CDM",Derecho,38,45,47,51,61,77
Raymond Gyasi,24,181,75,RM,Derecho,81,60,52,67,33,59
Miller Stiwar Mosquera Cabrera,26,180,72,"CB, LB",Izquierdo,62,27,47,56,61,72
Josh Clarke,24,173,70,"RWB, RB, LB",Derecho,81,55,55,63,57,65
Bradley Halliday,23,180,68,RB,Derecho,71,38,56,64,59,68
Ingo van Weert,25,181,76,CB,Derecho,57,31,47,43,63,63
Alhaji Gero,25,189,85,ST,Derecho,67,57,47,58,27,85
Abdullah Haif Al Shammari,25,188,72,"CB, LB",Izquierdo,55,38,48,52,63,67
Amaar Ali Al Dohaim,25,182,75,"CB, RB",Derecho,65,41,45,48,61,70
Tom Davies,27,185,70,CB,Derecho,60,27,37,38,61,74
Agustín Medina Delgado,24,177,72,"RWB, RB",Derecho,67,37,51,61,65,50
John Santander,25,180,80,"LB, LM",Izquierdo,77,49,60,62,60,62
Mohamed Maouche,26,180,70,"CM, CAM, CDM",Derecho,68,54,64,64,53,68
Gregorio Luperini,25,186,82,"RM, CM, RB",Derecho,73,55,59,65,56,66
伊东 幸敏,25,176,68,RB,Derecho,69,30,57,57,60,61
前田 凌佑,25,172,65,"CM, CDM, RB",Derecho,68,44,56,62,55,67
Carlos Suárez,27,170,68,"CDM, CM",Derecho,67,35,51,63,61,66
Cebrail Karayel,24,174,75,"RB, LB",Derecho,65,36,52,57,64,61
Mikey Ambrose,25,175,75,"LB, RB",Izquierdo,70,40,51,57,61,65
Danilo Wiebe,25,187,73,CDM,Derecho,55,41,51,58,61,70
Ayo Simon Okosun,25,197,85,"CM, ST",Derecho,54,54,58,61,57,81
Diego Barreto,26,180,78,CAM,Derecho,71,57,63,63,42,63
Vincent Bezecourt,26,170,68,"CAM, CM",Izquierdo,66,58,64,65,51,61
Julián Buitrago,26,176,70,"CM, CDM",Derecho,53,55,58,64,61,56
石毛 秀樹,24,170,69,"LM, CAM",Derecho,65,54,59,67,45,61
Paseka Mako,25,163,59,"LB, LM, LW",Izquierdo,72,36,42,59,66,55
Florian Lapis,25,183,78,LB,Izquierdo,90,45,51,57,57,70
Yuriy Yakovenko,25,192,86,ST,Izquierdo,59,60,45,57,30,73
Ricki Lamie,26,188,85,"LWB, CB",Izquierdo,63,29,49,60,63,75
Sebastian Bauer,26,183,77,CB,Derecho,59,25,31,41,65,63
Ángelo Gabrielli,26,179,77,RB,Derecho,66,42,52,59,62,63
Adrián Jusino,26,185,88,CB,Derecho,54,27,28,32,65,75
Andrei Pițian,23,192,89,"CB, CDM",Derecho,57,25,40,43,60,66
Jonathan Bay,26,179,79,LB,Izquierdo,75,44,49,60,60,66
Désiré Segbé Azankpo,26,180,70,"ST, LW",Derecho,76,59,44,57,26,72
Niall Canavan,28,191,76,CB,Izquierdo,51,16,28,35,64,70
Lars Sætra,27,195,90,CB,Derecho,38,37,45,38,60,75
Shkodran Maholli,26,187,84,ST,Izquierdo,62,62,47,62,24,67
Tobias Kainz,26,174,70,"RB, CDM, CM",Derecho,64,55,62,60,60,68
Tobias Schilk,27,188,75,"CB, RM",Derecho,73,38,52,54,61,71
Charlie Raglan,26,185,75,"CB, RB",Derecho,67,32,40,42,58,77
Anthony Caceres,26,173,67,"CM, CAM, RM",Derecho,70,59,61,63,58,66
Tobias Müller,26,180,75,"ST, CAM",Derecho,80,62,58,67,33,58
이우혁 李愚赫,26,185,76,"CM, CAM, CDM",Izquierdo,71,45,62,62,51,68
Aaron Berzel,27,184,79,CB,Derecho,69,51,52,49,59,76
Michael Vitzthum,27,185,78,"CDM, LB, LM",Izquierdo,75,51,53,56,62,76
Alexander Kolev,26,191,81,ST,Derecho,72,61,50,61,41,73
Kevin Rendón,26,182,74,"CM, CAM, RB",Derecho,74,57,64,62,53,68
Michael Schultz,26,194,89,CB,Derecho,50,26,32,39,62,72
신창무 申昶武,26,170,67,"CM, ST",Izquierdo,63,58,61,63,44,61
이주용 李周勇,26,180,78,LB,Izquierdo,77,59,57,64,57,67
Daniele Altobelli,26,188,83,"CM, CDM",Derecho,54,48,61,60,59,70
Ahmad Al Habib,26,187,84,CB,Izquierdo,61,31,36,50,62,69
Daniel Alejandro Franco,27,184,70,CB,Derecho,52,27,30,36,62,71
지언학 Eon Hak Ji,25,180,75,LM,Izquierdo,69,58,57,65,34,57
박태홍 朴台洪,28,185,80,CB,Derecho,67,27,38,44,63,68
Salvatore Monaco,26,192,83,CB,Derecho,51,39,44,50,63,65
髙橋 祥平,27,180,70,"CB, LB",Derecho,65,26,29,31,65,67
Cristian Martinez,22,170,79,"RM, LM",Derecho,77,57,58,65,46,61
Connor Maloney,24,168,66,"RB, RWB",Derecho,67,43,54,62,61,65
Luke Hannant,25,180,70,"LM, CM",Derecho,67,58,56,63,55,73
髙木 利弥,26,177,70,"LB, LM, LWB",Izquierdo,73,43,56,61,60,69
片山 瑛一,27,180,77,"CB, RB",Derecho,61,43,55,58,60,69
Francisco Báez,27,183,74,CB,Derecho,56,28,39,43,63,62
Mihai Dobrescu,26,176,72,LB,Izquierdo,72,33,51,60,59,64
Hugo Vera,28,187,75,"CB, RB",Derecho,62,41,46,55,62,69
Keith Watson,29,184,78,"CB, RB",Derecho,59,48,56,56,62,67
Callum Morris,29,191,83,CB,Derecho,75,30,40,48,60,72
Luke Waterfall,28,188,84,CB,Derecho,48,37,36,41,62,72
Aidan White,27,175,61,"LB, LM",Izquierdo,79,55,58,61,61,59
Kevin Conrad,28,181,78,"CB, LB, RB",Derecho,65,26,50,50,61,67
Ashley Eastham,28,191,90,CB,Izquierdo,46,23,42,44,60,75
Scott Robinson,27,168,68,"CF, CAM, CM",Derecho,74,56,61,65,50,68
Willi Evseev,27,177,71,"CAM, CM, CF",Izquierdo,69,56,61,66,54,57
Carl Piergianni,27,184,78,CB,Izquierdo,47,26,39,45,61,75
Pål Erik  Ulvestad,28,194,85,"CDM, CM",Derecho,45,54,54,55,61,73
Sam Hoskins,26,173,67,"RM, LM, ST",Derecho,85,56,51,68,33,61
Barry McNamee,27,175,78,"CAM, RM, CDM",Izquierdo,74,55,60,64,46,56
Kurtis Guthrie,26,191,70,ST,Derecho,70,63,51,62,41,67
Harry Bunn,26,175,74,LM,Derecho,72,65,60,60,37,53
John Mountney,26,184,73,RM,Derecho,73,57,61,61,46,71
Luke Gambin,26,168,70,"LM, CAM",Izquierdo,71,52,57,67,30,42
Baba Traoré,26,177,75,LB,Derecho,69,33,52,55,61,70
Karim Coulibaly,26,184,80,"LW, RW",Izquierdo,75,57,58,65,40,60
Simon Handle,26,170,68,"LM, RM, RB",Derecho,82,55,56,68,44,55
Michael Heinloth,27,177,77,RB,Derecho,70,37,49,62,59,67
Jorge Luis Ramos Sánchez,26,182,80,"RM, ST",Derecho,72,58,54,64,30,69
Hamad Al Mansour,26,178,73,"LB, LM",Izquierdo,72,51,59,62,58,67
Ronald Brian Ddungu Mukiibi,27,188,85,"RB, CB",Derecho,52,47,63,62,62,74
권완규 权完圭,27,183,82,"CB, RB, LB",Derecho,85,31,55,60,62,65
Faress Al Aiyaf,27,167,62,"CM, CDM",Izquierdo,69,48,62,66,55,50
Joe McNerney,29,193,84,CB,Derecho,46,25,37,34,61,73
Nikolai Alho,26,172,75,"RB, RM, RW",Derecho,80,57,62,68,55,65
Ioannis Karsanidis,26,178,73,"RM, CAM, RWB",Derecho,73,54,59,68,50,65
Nikola Mileusnić,25,180,71,"RW, LM",Derecho,91,57,51,65,23,60
Mikkel Mena Qvist,26,203,94,"CB, LM, ST",Izquierdo,38,48,58,54,59,75
Patrick Breitkreuz,27,187,89,"ST, CAM",Derecho,55,63,40,58,24,65
Róger Lemus,27,170,69,CM,Izquierdo,68,51,62,66,50,60
菅沼 駿哉,29,182,78,CB,Derecho,57,30,46,37,62,68
Lasse  Schlüter,27,185,78,"LB, LM",Izquierdo,72,51,57,60,56,70
大崎 玲央,27,187,82,"CB, RB, CDM",Derecho,58,37,54,40,60,72
Matthieu Guerbert,27,170,69,"CM, LM",Izquierdo,61,52,60,67,40,46
Petr Schwarz,27,174,70,"CM, CDM",Derecho,66,46,65,62,51,66
Hrvoje Barišić,28,194,86,CB,Derecho,49,23,41,41,62,70
Fabian Miesenböck,25,173,65,"LM, CAM, RM",Izquierdo,68,60,61,63,44,51
Øyvind Storflor,39,181,70,RW,Derecho,57,59,68,63,34,55
Matt Bloomfield,35,173,73,CM,Derecho,66,50,59,61,61,67
Thomas Kortegaard,34,178,74,LB,Izquierdo,56,55,63,58,63,60
Mounir Hamoud,34,177,69,"CB, LB, RB",Derecho,74,52,57,60,59,69
Laurențiu Buș,31,174,73,"LM, RM",Izquierdo,66,54,59,63,41,60
Paul Quasten,34,179,71,LB,Izquierdo,60,31,60,63,64,68
Fabrizio Melara,33,188,82,"RW, LW",Derecho,68,51,61,63,49,71
Liam Fontaine,33,188,83,CB,Izquierdo,60,29,50,54,61,70
Steven Anderson,33,180,72,CB,Derecho,25,20,42,39,66,64
Jakub Tosik,32,182,74,"CDM, RB",Derecho,53,46,56,57,60,71
Magnus Andersen,33,179,71,"RM, CM",Derecho,67,58,60,62,45,68
Darius Charles,31,185,85,CB,Izquierdo,59,44,47,48,61,73
Alan Sheehan,32,180,71,CB,Izquierdo,55,50,63,54,61,63
Ritchie Sutton,33,183,85,"CB, RB",Derecho,52,33,41,38,61,72
Shaun Miller,31,173,71,ST,Derecho,78,61,44,66,30,64
Daniel Jones,32,188,89,LB,Izquierdo,76,47,62,60,55,74
Igor Đurić,30,181,77,CB,Derecho,65,39,50,49,63,65
Noé Maya Vilchis,34,173,77,"LB, CM",Derecho,60,57,63,66,61,61
Sam Foley,32,183,74,"CM, LM",Derecho,69,57,63,63,60,65
Kévin Lejeune,34,181,81,"LM, LB, CDM",Izquierdo,57,54,68,63,59,64
Martin Spelmann,32,175,72,"RM, CM",Derecho,66,57,59,61,60,77
Anders Degn Randrup,30,179,73,"RB, CB",Derecho,65,29,55,55,59,63
Stuart Sinclair,31,170,67,CM,Derecho,73,54,59,62,61,75
Toumani Diagouraga,32,188,72,"CM, CDM",Derecho,59,54,60,61,62,72
James Wilson,30,188,82,"CB, RB",Derecho,64,38,48,53,62,70
Lewis Alessandra,30,175,73,"ST, RM, LM",Derecho,75,59,56,65,30,64
Georgi Iliev Rusev,37,178,75,"CM, CAM",Derecho,52,56,62,62,59,64
Alessio Bottani,28,170,64,"ST, LW, CAM",Derecho,86,59,50,72,38,50
Markus Palionis,32,194,90,CB,Derecho,30,33,45,39,63,68
Yerson Flavio Opazo Riquelme,34,174,73,RB,Derecho,64,55,60,62,61,64
Ryan Taylor,31,188,68,ST,Izquierdo,53,62,56,60,36,76
Josh WDerecho,29,175,74,"CM, CDM, RM",Derecho,63,59,62,63,54,71
Mike Jones,31,183,78,"CM, CDM",Derecho,79,62,63,66,50,70
Tomasz Cywka,31,180,76,"CDM, RB, CM",Derecho,70,59,62,64,62,61
Lenell John-Lewis,30,178,86,ST,Derecho,71,56,50,64,29,70
Gary Sawyer,33,183,67,"LB, CB",Izquierdo,56,37,58,59,62,67
Ronan Finn,31,185,71,"CM, CAM, CDM",Derecho,65,58,62,63,54,67
James O'Shea,30,183,70,"CM, CAM",Derecho,63,65,65,67,42,64
Dino Đulbić,36,194,90,CB,Derecho,30,40,35,32,60,79
周海滨,33,183,75,"CDM, CM",Derecho,44,59,61,60,60,65
荣昊,32,177,72,"LB, RB, RM",Izquierdo,69,44,59,62,58,67
Vince Lia,34,177,73,"CDM, CM",Derecho,41,53,58,54,59,78
陈雷,33,182,80,"RB, LB, CDM",Izquierdo,60,56,57,62,61,65
Jeremy Brockie,31,183,80,ST,Derecho,50,66,58,52,43,70
Pádraig Amond,31,178,79,ST,Derecho,65,64,48,59,36,63
Nathan Delfouneso,28,186,78,"RM, LM, ST",Derecho,67,61,57,66,29,57
Stephen McGinn,30,180,80,"CM, CDM",Derecho,41,56,62,65,56,77
Carlos Daniel Hidalgo,33,184,74,ST,Derecho,61,58,51,67,39,57
Anthony Beltran,31,173,68,RB,Derecho,69,52,58,63,62,60
Exequiel Emanuel Benavídez,30,179,78,"CM, CDM",Derecho,52,38,66,64,58,64
Daniele Ragatzu,27,172,73,"ST, LW, RW",Derecho,77,60,53,68,31,47
Mike Gomes,30,180,75,"RWB, RB, RM",Derecho,70,51,56,57,60,70
Graham Cummins,31,178,75,ST,Derecho,68,60,52,58,38,74
Eoin Doyle,31,181,73,ST,Derecho,64,64,57,64,27,67
Seámus Conneely,30,175,68,"CDM, CM",Derecho,61,47,56,58,61,72
Robin Östlind,29,176,66,"LM, LW, CF",Izquierdo,71,55,60,61,41,55
Iain Vigurs,31,173,72,"CM, LM",Izquierdo,66,57,63,64,51,68
Szymon Matuszek,30,185,79,CDM,Derecho,34,44,49,53,62,77
Michael Gardawski,28,177,75,"LB, RB",Derecho,74,61,56,64,59,61
Anthony Sauthier,28,185,75,RB,Derecho,69,51,62,59,61,66
Stuart O'Keefe,28,173,64,"CM, CDM",Derecho,58,57,58,64,60,68
Luke O'Neill,27,184,78,"RB, RWB",Derecho,72,47,60,63,58,69
Dane Massey,31,183,74,LB,Izquierdo,61,51,60,59,61,72
François Affolter,28,185,74,CB,Derecho,60,36,55,60,62,64
Adnan Ibrahem Falatah,35,176,70,LB,Izquierdo,70,49,62,62,59,72
高迪,29,178,75,ST,Derecho,70,61,43,59,49,70
张驰,31,186,70,"RB, RM",Derecho,66,53,59,60,61,66
Josh Payne,28,183,74,"CM, CDM",Derecho,64,55,63,61,54,72
Anton Wede,29,174,72,"CM, LM, RM",Derecho,66,57,62,64,55,63
Leon Legge,34,193,80,CB,Derecho,43,26,39,39,60,79
Gianmarco Ingrosso,30,187,83,"CB, RB",Derecho,58,33,40,40,63,66
James Hanson,31,193,78,ST,Izquierdo,30,63,40,52,31,84
Michael Karlsen,29,195,85,ST,Derecho,44,64,47,55,37,75
김근환 金根恒,32,193,86,"CDM, CB",Derecho,49,50,57,52,59,70
Corben Bone,30,175,73,"CAM, LM",Izquierdo,61,56,61,65,42,61
George Francomb,27,181,73,"RB, CB, RM",Derecho,67,53,63,62,58,59
Jake Taylor,27,177,77,"CM, CDM",Derecho,69,56,61,65,54,70
Kevin Patrick Dawson,29,176,80,"CM, RM",Derecho,79,57,61,63,55,72
Haris Radetinac,33,187,73,"RW, LW",Derecho,55,59,63,65,46,61
Alois Höller,30,192,82,"RB, RM",Derecho,70,45,57,57,56,85
Romain Padovani,29,187,74,"CM, CDM",Derecho,62,49,62,60,51,65
Felix Burmeister,29,186,82,"CB, CDM",Derecho,60,37,45,48,62,69
Tonny Brochmann Christiansen,29,171,67,"CM, RM, CAM",Derecho,73,66,61,71,52,69
Jonas Lindberg,30,177,70,"ST, LM",Derecho,65,60,64,64,43,63
Kelvin Mellor,28,187,75,"RB, CB, RM",Derecho,68,34,53,61,59,71
이재명 李在明,27,182,74,LB,Izquierdo,82,20,54,59,57,70
Oumare Tounkara,29,189,86,"LM, ST",Derecho,81,59,55,59,37,80
Guillaume Gigliotti,29,180,72,CB,Izquierdo,68,44,56,59,61,72
Patryk Bryła,29,178,68,"LM, RM",Derecho,89,52,56,63,28,58
Nikola Jakimovski,29,187,77,"LM, LB, LW",Izquierdo,72,54,60,64,44,65
김동우 金东佑,31,189,87,CB,Derecho,54,34,46,50,62,72
李建滨,30,185,77,"CB, LB",Derecho,71,22,41,42,59,77
박기동 朴基栋,30,191,83,ST,Derecho,59,59,54,59,29,71
Daniel Bowles,27,189,84,"CB, RB",Derecho,62,38,54,55,61,71
Conor McCormack,29,176,67,"CDM, CM",Derecho,62,55,59,59,60,66
Benjamin Stokke,28,191,90,ST,Izquierdo,53,64,52,58,36,77
김준엽 Jun Yub Kim,31,178,73,"RM, RB, LB",Derecho,74,51,57,63,57,66
조지훈 曹智勋,29,191,80,"CM, CDM",Derecho,62,62,64,61,58,65
Ashtone Morgan,28,180,75,"LB, LWB",Izquierdo,78,39,56,61,60,63
Christian Bickel,28,178,70,"RM, LM",Derecho,67,57,62,65,34,54
Daniel Schütz,28,169,66,"LM, RM",Derecho,86,58,57,67,26,48
Florian Brügmann,28,173,68,"RB, LB, LM",Derecho,70,39,51,62,61,62
김효기 Hyo Gi Kim,32,180,75,ST,Derecho,64,62,38,60,22,55
Rory Gaffney,29,184,76,ST,Derecho,67,60,55,59,38,69
Martin Broberg,28,186,74,"CM, ST, RM",Derecho,72,61,63,64,50,66
Pape Alioune Diouf,30,180,71,ST,Derecho,86,60,53,64,30,68
Johan Blomberg,32,178,65,"CM, RWB",Derecho,67,58,64,64,55,67
陈志钊,31,170,66,"CM, CAM, LW",Derecho,75,62,56,68,51,42
김경중 金京中,28,178,70,"LW, LM, RM",Derecho,80,49,56,63,22,44
Hussein Omar Abdul Ghani Sulaimani,42,173,70,LB,Izquierdo,47,53,68,64,64,72
Khaled Asiri Al Zealaiy,32,176,63,"CAM, RM, LM",Derecho,71,58,61,65,40,60
Saleh Saad Al Qumayzi,27,180,65,RB,Derecho,72,38,54,62,58,76
Daniel Rose,31,170,66,"CM, CDM",Izquierdo,60,58,61,62,59,65
Didac Devesa Albis,28,173,67,CM,Izquierdo,70,57,62,69,57,54
Mounir Bouziane,28,184,82,"RM, ST",Izquierdo,77,54,57,65,27,68
Georges Gope-Fenepej,30,182,74,RM,Derecho,66,59,57,64,29,70
Mohammed Abusabaan,29,180,76,"CM, CDM, CAM",Derecho,66,55,61,65,59,73
한국영 Kook Young Han,29,183,73,"CM, CDM",Derecho,71,37,60,63,62,71
Nawaf Humaidan Al Subhi,29,180,74,CB,Izquierdo,57,42,42,48,61,75
Michele Rigione,28,185,82,CB,Derecho,42,42,42,46,61,70
Sari Amro,29,178,72,"LB, LWB",Izquierdo,76,48,61,56,58,69
Goran Cvijanović,32,179,70,"CAM, CM",Derecho,64,64,63,61,53,70
Meshari Al Thmali,27,180,70,"CAM, CDM, CM",Derecho,60,56,60,64,60,57
Erik Hurtado,28,178,83,"ST, RW",Derecho,84,62,52,60,33,60
César Andrés Amaya Solano,28,177,75,"ST, RM",Derecho,70,63,46,63,28,62
Marcos Antonio Velásquez Ahumada,31,181,79,CB,Derecho,38,29,43,39,63,70
Ismael Quílez,29,171,75,"RB, RM",Derecho,69,32,40,63,65,63
Kevin Mensah,28,173,74,"RB, ST, RW",Derecho,85,62,56,70,54,67
Oliver Lund,28,188,83,"CB, RWB",Derecho,67,39,56,60,59,72
Kristoffer Pallesen,29,175,72,RB,Derecho,75,36,54,65,57,70
Leonardo Pérez,29,187,86,ST,Derecho,68,63,52,61,29,59
Salvatore Molina,27,177,75,"CM, CDM",Derecho,76,48,65,71,46,63
Luca Nizzetto,33,176,75,"CM, CAM",Izquierdo,69,60,62,66,46,55
Mansour Ibrahim Hamzi,27,172,61,"RM, LM",Derecho,82,57,54,64,44,54
Daniel Björnquist,30,178,77,"RWB, RB",Derecho,84,39,50,59,58,69
Samuel Mensiro,30,175,74,"CB, RWB",Derecho,75,38,54,58,58,77
Luke Mulholland,30,173,75,"CM, CDM",Derecho,59,60,60,62,62,65
周云,28,183,75,"RB, LB",Derecho,65,35,59,64,61,65
杨笑天,29,178,72,LB,Izquierdo,68,56,59,62,62,70
朱宝杰,29,170,68,"LM, CM",Derecho,65,54,61,65,52,61
金泰延,29,174,62,"LB, CM, RB",Derecho,80,38,51,65,59,53
Washington Torres,35,178,78,CB,Derecho,48,25,34,56,64,66
Erik Marxen,28,185,80,"CB, LB",Izquierdo,66,48,58,62,62,67
Stephen Dooley,27,180,80,"LM, RM",Derecho,70,56,60,65,38,42
李运秋,28,174,69,"RB, LB",Derecho,77,43,54,64,58,60
唐佳庶,28,184,79,"CB, CDM, RB",Derecho,68,34,47,48,63,67
王杰,30,185,83,CB,Derecho,54,44,41,51,60,76
Pedro Miguel Costa Ferreira,28,179,73,"CAM, CM, RM",Izquierdo,67,55,57,66,28,59
Abdullah Kanno,29,181,67,"CB, RB",Derecho,59,28,46,53,62,70
Ali Awaji,29,169,62,"LM, RM, ST",Izquierdo,80,63,54,66,30,59
Uroš Korun,32,188,79,CB,Derecho,41,29,43,41,63,69
Luis Benjamin Paes Soares,35,182,75,"CB, LB",Izquierdo,66,35,47,37,66,53
Fabiem Kel Jardim Ramos,35,182,78,CAM,Derecho,67,63,57,64,36,58
Josimar Milton Moura Chissano,27,182,81,CAM,Izquierdo,60,56,62,62,42,60
Maicon Jackson Sampaio Coimbra,27,181,81,"ST, CF, RW",Derecho,62,60,54,68,24,57
Ahmed Yousef Al Zain,27,182,65,"RM, LM",Derecho,75,58,58,63,42,62
Khaled Al Barakah,28,179,77,"LB, CB",Izquierdo,72,37,52,56,59,71
大岩 一貴,29,183,78,CB,Derecho,63,23,46,51,62,74
富田 晋伍,33,169,64,"CM, CDM",Derecho,41,35,61,62,64,62
丹羽 大輝,33,181,72,"CB, RB",Derecho,37,33,44,47,62,58
丸谷 拓也,30,179,73,"CDM, CM",Derecho,56,40,56,55,60,71
藤田 優人,33,176,75,RB,Derecho,56,43,59,65,60,66
森下 俊,33,178,71,CB,Derecho,52,26,41,48,63,69
岩上 祐三,29,170,69,"RM, CAM, CM",Derecho,59,60,64,63,49,61
金井 贡史,29,175,70,"LB, RB, CB",Derecho,64,58,56,65,59,67
吉本 一謙,31,185,83,CB,Derecho,54,45,51,55,61,71
Hang Li,29,182,77,"CDM, CM",Derecho,67,56,63,59,59,68
Lasse Fosgaard,32,181,77,"RM, RWB",Derecho,76,52,57,64,45,66
Blair Alston,27,183,78,"RM, CM, CAM",Derecho,64,57,62,64,38,63
Bandar Al Mutairi,29,168,50,LWB,Izquierdo,82,28,52,58,56,64
Albin Granlund,29,179,79,"LWB, CB",Derecho,68,33,55,56,59,68
Felipe Melvin Soldivia Costa,31,173,67,"CAM, CM",Derecho,70,53,59,65,41,68
Luis Cardoza,34,188,86,CB,Izquierdo,58,31,48,50,61,68
島川 俊郎,29,180,75,"CDM, CM",Derecho,64,46,49,54,64,75
六平 光成,28,176,66,"CM, CDM",Derecho,64,59,65,62,58,62
Gabriel Eugen Matei,29,177,74,RB,Derecho,72,27,50,59,60,64
Bendik Bye,29,186,83,"RW, RM, ST",Derecho,69,63,55,62,24,66
Rasmus Minor,31,198,94,CB,Izquierdo,32,27,36,36,62,70
Danny Newton,28,178,75,ST,Izquierdo,77,61,41,63,24,78
Marcel Gebers,33,189,76,"CB, CDM",Derecho,52,24,39,38,62,64
Tom Broadbent,27,190,90,CB,Izquierdo,55,42,49,47,58,81
田依浓,28,181,73,"CM, CDM",Derecho,74,31,55,61,59,74
Dayle Grubb,27,183,82,LM,Derecho,73,58,58,64,23,61
Eirik Valla Dønnem,28,183,80,"CDM, CM",Derecho,64,50,58,59,58,76
Rune Frantsen,27,184,76,"RB, RM, ST",Derecho,80,40,55,61,58,60
Sargon Abraham,28,178,74,"CAM, CF",Izquierdo,63,60,60,67,34,55
Lisandro Joel Alzugaray,29,170,68,"CAM, LM",Izquierdo,61,51,62,65,40,54
Carlos Sierra,28,177,86,"CDM, CM",Izquierdo,60,60,66,67,53,71
Yuya Hashiuchi,31,175,72,"CB, RB, RM",Derecho,55,35,48,50,62,62
Kazushi Mitsuhira,31,175,68,CF,Derecho,69,62,58,63,30,56
Masaki Miyasaka,29,169,68,"CDM, CM",Derecho,66,56,56,58,59,63
Nobuhisa Urata,29,178,74,CB,Derecho,67,34,52,52,61,64
Mihai Leca,27,191,83,CB,Derecho,44,38,42,41,60,74
Marius Mihalache,34,182,80,"CB, RB",Derecho,47,28,40,37,59,75
Benjamin Santelli,27,180,79,"LW, LM, ST",Izquierdo,79,58,53,66,24,57
José Antonio Ruiz López,27,176,70,"LM, RM",Izquierdo,65,59,62,65,26,48
Răzvan Patriche,33,181,75,CB,Derecho,34,23,45,34,62,78
Lukas Katnik,29,185,75,ST,Derecho,65,62,52,55,35,72
Patrick Koronkiewicz,28,185,77,"RB, RW",Derecho,86,55,55,62,55,69
Prakul Bhatt,34,182,78,ST,Izquierdo,71,62,51,61,29,70
Bhadrashree Raj,31,175,69,RB,Derecho,76,44,58,59,59,63
Ki-Jana Hoever,17,183,67,"RB, CB",Derecho,72,36,57,64,61,62
Billy Gilmour,18,170,67,"CM, CAM",Derecho,59,50,65,65,45,42
Robbe Quirynen,17,182,68,"RB, LB",Derecho,76,46,62,67,55,44
Arthur Zagre,17,168,60,LB,Izquierdo,81,39,56,74,55,45
Andrés Felipe  Amaya Rivera,18,170,61,"RM, ST",Derecho,80,55,50,66,34,44
Salomón Asumo Obama Ondo,19,170,68,"ST, LM",Derecho,75,61,50,65,26,46
Reo Griffiths,19,180,76,ST,Derecho,69,62,45,54,25,62
Luca Connell,18,177,75,"CM, LM",Izquierdo,64,49,66,65,43,54
Albert-Nicolas Lottin,17,181,72,CM,Derecho,70,46,59,62,60,60
Marc Aguado Pallarés,19,178,68,CM,Izquierdo,66,51,63,63,48,55
Felix Nmecha,18,186,70,"CAM, CM",Derecho,75,54,61,62,45,55
Marvin Tshibuabua,17,186,78,CB,Derecho,55,34,38,43,61,67
Anthony Rouault,18,187,76,CB,Derecho,64,30,44,45,61,62
Jaylin Lindsey,19,173,70,"LB, RB",Derecho,78,43,57,62,57,63
Fraser Hornby,19,188,77,ST,Derecho,54,61,48,61,23,62
Kevin Moreno,18,187,83,CB,Derecho,61,32,37,36,61,73
Jonas David,19,190,88,"CDM, CB",Derecho,63,32,52,58,61,68
Joshua Zirkzee,18,193,84,"ST, CAM, CF",Derecho,73,55,42,64,18,65
Darko Churlinov,18,180,71,"LM, LW",Derecho,67,59,57,68,31,44
Anthony McDonald,18,175,67,"RM, CAM, LM",Izquierdo,75,46,59,66,21,43
Fausto Vera,19,180,75,CM,Derecho,64,54,62,65,52,57
Matthew Longstaff,19,180,72,"CM, CDM",Derecho,66,50,64,61,49,53
Amadou Dia Ndiaye,19,186,70,"ST, LW, RW",Derecho,74,61,40,62,20,52
